Word,Hindi Meaning
deals,सौदा
core,सार
decency,शिष्टता
observance,पालन
durst,डर्स्ट
scratched,खरोंच
predecessor,पूर्वज
diplomacy,कूटनीति
wert,वश में करना
impartial,निष्पक्ष
disinterested,उदासीन
wig,विग
pump,पंप करना
swedish,स्वीडिश
norfolk,नॉरफ़ॉक
reigns,शासन काल
similarly,उसी प्रकार
reap,काटना
dam,बाँध
facilities,सुविधाएँ
slippery,फिसलाऊ
transformation,परिवर्तन
oxygen,ऑक्सीजन
suburbs,उपनगरों
dares,हिम्मत
ornamental,सजावटी
pondered,विचार
fringe,झब्बे
raiment,पोशाक
henrietta,Henrietta
wellington,वेलिंग्टन
foreman,पंचों का सरदार
feat,करतब
thirteenth,तेरहवां
sultan,सुलतान
certificate,प्रमाणपत्र
rue,पछताना
heresy,विधर्म
arabia,अरब
medal,पदक
location,स्थान
ether,ईथर
ruby,माणिक
heading,शीर्षक
subdue,वश में
adorn,सजाना
ancestor,पूर्वज
warmer,वार्मर
cluster,झुंड
quotation,उद्धरण
fullest,पूरी
exposition,प्रदर्शनी
custody,हिरासत
thermometer,थर्मामीटर
plausible,प्रशंसनीय
toss,टॉस
desperation,निराशा
rhetoric,वक्रपटुता
scornful,तिरस्कारपूर्ण
bailey,आंगन
rung,छड़
civility,शिष्टाचार
dingy,धूंधला
scaffold,पाड़
concentration,एकाग्रता
avarice,लोभ
scrape,खरोंच
pools,ताल
oar,चप्पू
flutter,स्पंदन
martyr,शहीद
handy,सुविधाजनक
montague,मोंटेग
bait,प्रलोभन
login,लॉग इन करें
commotion,हल्ला गुल्ला
congenial,अनुकूल
drawers,दराज़
telescope,दूरबीन
deposits,जमा
edwards,एडवर्ड्स
craving,तीव्र इच्छा
bureau,ब्यूरो
oscar,ऑस्कर
speculative,काल्पनिक
huddled,huddle नहीं
diverse,विविध
slice,टुकड़ा
renaissance,पुनर्जागरण काल
angelo,एंजेलो
meg,मेग
murderous,घातक
serenity,शांति
perspiration,पसीना
coventry,कोवेंट्री
impudent,दिलेर
ardor,ललक
necklace,गले का हार
alight,प्रदीप्त करना
stimulated,उत्तेजित
clifford,क्लिफोर्ड
steadfast,दृढ़
genoa,जेनोआ
anglo-saxon,अंगरेजी़
courier,संदेशवाहक
inflamed,सूजन
xi,ग्यारहवीं
drill,छेद करना
spelling,वर्तनी
respond,जवाब देना
seriousness,गंभीरता
fourteenth,चौदहवां
womb,कोख
literal,शाब्दिक
singers,गायकों
usefulness,उपयोग
cloudy,बादल
mortality,नश्वरता
profusion,प्रचुरता
fleeting,क्षणभंगुर
twentieth,ट्वेंटिएथ
maturity,परिपक्वता
surf,लहर
weed,खर-पतवार
phases,चरणों
overcame,विजय
womanhood,नारीत्व
envious,ईर्ष्या
tapped,उपयोग किया
latent,अव्यक्त
whiskey,व्हिस्की
relatively,अपेक्षाकृत
forbidding,अनिष्ट
cleopatra,क्लियोपेट्रा
willow,विलो
mathematical,गणितीय
sojourn,डेरा डालना
booty,लूट का माल
camel,ऊंट
implore,प्रार्थना करना
amateur,शौक़ीन व्यक्ति
morally,नैतिक रूप से
qualifications,योग्यता
gasp,हांफी
101,101
gliding,सरकना
tested,परीक्षण किया
racing,दौड़
brightest,प्रतिभाशाली
joel,योएल
extremes,चरम सीमाओं
damascus,दमिश्क
labored,अस्वाभाविक
peggy,पैगी
exit,बाहर निकलना
originality,मोलिकता
humming,गिनगिनानेवाला
isolation,एकांत
sometime,कुछ समय
glee,उल्लास
adult,वयस्क
solace,सांत्वना
biography,जीवनी
ff.,एफएफ।
hardship,कष्ट
lied,झूठ बोला
donkey,गधा
trader,व्यापारी
rumour,रुमर
amply,जिसकी पर्याप्त
confide,विश्वास
favors,एहसान
perspective,परिप्रेक्ष्य
belgian,बेल्जियाई
withstand,सामना
robust,मज़बूत
pro,समर्थक
val,वैल
eats,खाता है
snare,जाल
monthly,महीने के
wines,वाइन
ignore,नज़रअंदाज़ करना
envoy,दूत
flown,भेजा
reverie,भावना
jehovah,यहोवा
contrive,ईजाद
chatter,बकवास
judas,यहूदा
nourishment,पोषण
reforms,सुधारों
clatter,दस्तक
Adrian,एड्रियन
allude,संकेत करना
corrupted,भ्रष्ट
thorn,कांटा
junior,कनिष्ठ
tony,टोनी
Calcutta,कलकत्ता
re,पुनः
Holt,उपवन
psychological,मनोवैज्ञानिक
constancy,भक्ति
misunderstood,गलत समझा
signals,सिग्नल
drying,सुखाने
harshly,कठोरता से
distressing,विक्षुब्ध
novelist,उपन्यासकार
Cyril,साइरिल
editors,संपादक
intricate,जटिल
limestone,चूना पत्थर
forty-five,पैंतालीस
collision,टक्कर
pebbles,कंकड़
Willie,विली
knitting,बुनना
ordeal,परख
foresee,पूर्वानुमान
peas,मटर
repast,अन्न
supplying,आपूर्ति
clan,वंश
abject,अधम
dart,तीव्र गति
berth,बर्थ
bridal,शादी का
indirect,अप्रत्यक्ष
unnoticed,किसी का ध्यान नहीं
tint,टिंट
insults,अपमान
precedent,मिसाल
twisting,घुमा
bully,धमकाना
vacation,छुट्टी
ll,डालूँगा
canon,कैनन
aisle,गलियारा
click,क्लिक
inspiring,प्रेरणादायक
oval,अंडाकार
impracticable,अव्यवहार्य
delirium,प्रलाप
cedar,देवदार
contradict,खंडन
ingratitude,कृतघ्नता
soften,नरमी के
bewilderment,घबराहट
servitude,भृत्यभाव
comely,सुदर्शन
stump,स्टंप
redeem,के एवज
spun,काता
elastic,लोचदार
poultry,मुर्गी पालन
horseman,घुड़सवार
