peers,समकक्ष लोग
inferred,अनुमानित
sanctity,पवित्रता
accumulation,संचय
cynical,निंदक
inspector,निरीक्षक
wardrobe,कपड़े की अलमारी
texture,बनावट
adjustment,समायोजन
epistle,पत्र
adventurer,साहसी
priesthood,पुजारी
seaman,नाविक
turbulent,उपद्रवी
chant,मंत्र
marsh,दलदल
Palmer,बाज़ीगर
unaware,अनजान
vase,गुलदान
ty,स्व-परीक्षा
initial,शुरुआती
baths,स्नान
weighty,प्रभावपूर्ण
minimum,न्यूनतम
correction,सुधार
morsel,निवाला
overlook,ओवरलुक
meagre,अल्प
unanimous,एकमत
magician,जादूगर
mystical,रहस्यमय
twenty-three,तेईस
inhabit,निवास
shaggy,झबरा
unaccountable,unable to be explained or not responsible for results or consequences
nightmare,बुरा सपना
lawless,न्यायविस्र्द्ध
stairway,सीढ़ी
willingness,इच्छा
sarcasm,कटाक्ष
crisp,कुरकुरा
jerk,झटका देना
tout,टाउट
vocabulary,शब्दावली
stroll,चहलक़दमी
composing,लिखना
parliamentary,संसदीय
controlling,को नियंत्रित करने
fitness,स्वास्थ्य
thoughtless,अल्हड़
temperance,संयम
illumination,रोशनी
translations,अनुवाद
martyrdom,शहादत
mellow,मधुर
jam,जाम
austere,सीधा-सादा
casually,अनौपचारिक रूप से; लापरवाही से; अकस्‍मात
pensive,चिंताग्रस्त
flavour,स्वाद
nets,जाल
administer,प्रशासन
ante,पूर्व
swine,सुअर
Baptist,बपतिस्मा-दाता
listener,श्रोता
unimportant,बेकार
genera,पीढ़ी
contrivance,युक्ति
deplorable,खेदजनक
museum,संग्रहालय
benefactor,दान देनेवाला
tints,टिंट
alphabet,वर्णमाला
rout,घोर पराजय
scatter,बिखराव
Boer,बोअर
Steve,स्टीव
extant,वर्तमान
Bohemia,बोहेमिया
misunderstanding,गलतफ़हमी
universities,विश्वविद्यालयों
dexterity,निपुणता
rag,खपरैल
inseparable,अवियोज्य
punch,पंच
brazen,तांबे का
economical,किफ़ायती
pernicious,हानिकारक
Craig,क्रेग
mythology,पौराणिक कथा
drained,to become empty or dry as liquid flows away and disappears
bolted,बोल्ट
Abel,हाबिल
stride,छलांग
circumference,परिधि
meddle,मेडल
axis,एक्सिस
gum,गम
las,लास
kinder,kinder
closes,बंद
ferocity,क्रूरता
giddy,चक्कर
secluded,एकांत not seen or visited by many people or sheltered and private
resisting,विरोध
satisfying,संतुष्टि देने वाला
reliable,भरोसेमंद
disgusting,घिनौना
thirty-six,छत्तीस
ethical,नैतिक
Raleigh,RALEIGH
crouching,क्राउचिंग
lash,चाबुक
recital,वादन
Buddhist,बौद्ध
collapse,गिर जाना
unsatisfactory,असंतोषजनक
lore,विद्या
varies,भिन्न
mainland,मुख्य भूमि
Scot,स्काटलैंड का निवासी
repute,ख्याति
cushion,तकिया
confound,उलझाना
scrub,मलना
myth,कल्पित कथा
flights,उड़ानों
oats,जई
ownership,स्वामित्व
glimmer,प्रभा
scare,डराना
waked,जागना
Bengal,बंगाल
scrupulous,ईमानदार
equals,बराबरी
redress,प्रतिकार
brake,ब्रेक
nut,कड़े छिलके वाला फल
stability,स्थिरता
crafty,चालाक
kirk,किर्क
bough,शाखा
momentous,सब से अहम
albeit,यद्यपि
enlarge,विस्तार
hardness,कठोरता
civilised,सभ्य
dotted,छितराया हुआ
defiant,उपेक्षापूर्ण
timidity,कातरता
solar,सौर
heartless,बेरहम
Thomson,थॉमसन
mat,चटाई
shun,सीधे खड़े हो
raid,छापा
disclose,खुलासा
suppression,दमन
puff,कश
juncture,समय
beak,चोंच
foresaw,पूर्वाभास
rot,सड़ांध
aggressive,आक्रामक
predicted,भविष्यवाणी की
Quaker,नक़ली तोप
grate,जाली
lease,पट्टा
ponderous,कष्टकारक
maketh,मेकथ
repaid,चुकाया
charcoal,लकड़ी का कोयला
chilly,सर्द
arrogance,अभिमान
friction,टकराव
participation,भाग लेना
pier,घाट
stale,बासी
commissioned,to ask an artist or writer or etc. to do a piece of work
ratio,अनुपात
121,121
comb,कंघा
masterpiece,मास्टरपीस
wholesale,थोक
embraces,आलिंगन
trodden,दलित
Ephraim,एप्रैम
Shaw,शॉ
translate,अनुवाद करना
mortar,गारा
recreation,मनोरंजन
rite,संस्कार
cavalier,घुड़सवार
caress,दुलार
si,साई
rivalry,विरोध
whim,रंग
abreast,बराबर में
Thebes,थेबेस
Faust,चटनी
peg,खूंटी
Wilhelm,विल्हेम
pestilence,ताऊन
ceremonial,अनुष्ठानिक
receiver,रिसीवर
sample,नमूना
distinctive,विशेष
consummate,समाप्त
matron,बुढ़िया
claiming,यह दावा करते हुए
plural,बहुवचन
initiative,पहल
inexhaustible,अटूट
a.m.,पूर्वाह्न।
spider,मकड़ी
reed,रीड
streak,धारी
blocked,अवरोधित
Titus,टाइटस
smashed,तोड़ी
populous,अधिक आबादी वाला
baronet,बरानेत
commodore,कोमडर
jelly,जेली
advocates,अधिवक्ताओं
Dinah,दीना
salutation,अभिवादन
mutiny,गदर
chronicles,इतिहास
comforting,आराम देते
serviceable,फ़ायदेमंद
parchment,चर्मपत्र
playful,चंचल
transient,क्षणिक
administrative,प्रशासनिक
anarchy,अराजकता
barber,नाई
revision,संशोधन
operated,संचालित
farce,स्वांग
germ,रोगाणु
profile,प्रोफ़ाइल
provides,प्रदान करता है
noting,ध्यान देने योग्य बात
